dataset,school_name,level,ownership,zipcode,borough_or_city,category_raw,control_raw,lon,lat,source_note
schools_2020_points,P.S. 019 Asher Levy,elementary,public_nyc_doe,M019,East Village,Elementary,,-73.984496,40.730009,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 019 Marino Jeantet,elementary,public_nyc_doe,Q019,North Corona,Elementary,,-73.866557,40.7486,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 019 The Curtis School,elementary,public_nyc_doe,R019,West New Brighton-New Brighton-St. George,Elementary,,-74.126851,40.630563,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 020 Anna Silver,elementary,public_nyc_doe,M020,Chinatown,Elementary,,-73.986312,40.721305,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 020 Clinton Hill,elementary,public_nyc_doe,K020,Fort Greene,Elementary,,-73.970896,40.690742,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 020 John Bowne,elementary,public_nyc_doe,Q020,Flushing,Elementary,,-73.824388,40.758347,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 020 Port Richmond,elementary,public_nyc_doe,R020,Port Richmond,Elementary,,-74.132382,40.636729,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 021 Crispus Attucks,elementary,public_nyc_doe,K021,Crown Heights North,Elementary,,-73.926673,40.68035,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 021 Edward Hart,elementary,public_nyc_doe,Q021,Murray Hill,Elementary,,-73.818581,40.774134,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 021 Philip H. Sheridan,elementary,public_nyc_doe,X021,Williamsbridge-Olinville,Elementary,,-73.85942,40.887888,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 022 Graniteville,elementary,public_nyc_doe,R022,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Elementary,,-74.150544,40.624847,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 022 Thomas Jefferson,elementary,public_nyc_doe,Q022,Murray Hill,Elementary,,-73.811373,40.761744,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 023 Carter G. Woodson,elementary,public_nyc_doe,K023,Bedford,Elementary,,-73.947256,40.69447,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 023 Richmondtown,elementary,public_nyc_doe,R023,Oakwood-Oakwood Beach,Elementary,,-74.133216,40.570765,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 023 The New Children's School,elementary,public_nyc_doe,X023,Claremont-Bathgate,Elementary,,-73.894951,40.853294,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 024,elementary,public_nyc_doe,K024,Sunset Park West,Elementary,,-74.004533,40.652832,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 024 Andrew Jackson,elementary,public_nyc_doe,Q024,East Flushing,Elementary,,-73.8181,40.751972,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 024 Spuyten Duyvil,elementary,public_nyc_doe,X024,North Riverdale-Fieldston-Riverdale,Elementary,,-73.915114,40.886922,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 025 Bilingual School,elementary,public_nyc_doe,X025,Melrose South-Mott Haven North,Elementary,,-73.905751,40.812895,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 025 Eubie Blake School,elementary,public_nyc_doe,K025,Stuyvesant Heights,Elementary,,-73.940749,40.691472,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 026 Jesse Owens,elementary,public_nyc_doe,K026,Stuyvesant Heights,Elementary,,-73.9317,40.6921,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 026 Rufus King,elementary,public_nyc_doe,Q026,Fresh Meadows-Utopia,Elementary,,-73.777607,40.735935,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 026 The Carteret School,elementary,public_nyc_doe,R026,New Springville-Bloomfield-Travis,Elementary,,-74.190093,40.591546,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 028 Mount Hope,elementary,public_nyc_doe,X028,Mount Hope,Elementary,,-73.903821,40.848344,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 028 The Warren Prep Academy,elementary,public_nyc_doe,K028,Stuyvesant Heights,Elementary,,-73.921099,40.680239,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 028 Wright Brothers,elementary,public_nyc_doe,M028,Washington Heights South,Elementary,,-73.942023,40.83163,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 029 Bardwell,elementary,public_nyc_doe,R029,Westerleigh,Elementary,,-74.116197,40.614039,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 029 John M. Harrigan,elementary,public_nyc_doe,K029,Carroll Gardens-Columbia Street-Red Hook,Elementary,,-73.997447,40.686843,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 029 Queens,elementary,public_nyc_doe,Q029,College Point,Elementary,,-73.842967,40.778029,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 030 Hernandez/Hughes,elementary,public_nyc_doe,M030,East Harlem North,Elementary,,-73.935461,40.805653,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 030 Westerleigh,elementary,public_nyc_doe,R030,Westerleigh,Elementary,,-74.13308,40.618097,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 030 Wilton,elementary,public_nyc_doe,X030,Mott Haven-Port Morris,Elementary,,-73.917417,40.809023,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 031 Bayside,elementary,public_nyc_doe,Q031,Bayside-Bayside Hills,Elementary,,-73.768994,40.757701,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 031 Samuel F. Dupont,elementary,public_nyc_doe,K031,Greenpoint,Elementary,,-73.954139,40.72697,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 031 William T. Davis,elementary,public_nyc_doe,R031,West New Brighton-New Brighton-St. George,Elementary,,-74.08542,40.64209,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 032 Belmont,elementary,public_nyc_doe,X032,Belmont,Elementary,,-73.88622,40.851724,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 032 Samuel Mills Sprole,elementary,public_nyc_doe,K032,Carroll Gardens-Columbia Street-Red Hook,Elementary,,-73.991141,40.680159,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 032 State Street,elementary,public_nyc_doe,Q032,Murray Hill,Elementary,,-73.794323,40.765459,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 032 The Gifford School,elementary,public_nyc_doe,R032,Great Kills,Elementary,,-74.1554,40.5579,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 033 Chelsea Prep,elementary,public_nyc_doe,M033,Hudson Yards-Chelsea-Flatiron-Union Square,Elementary,,-74.000238,40.749014,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 033 Edward M. Funk,elementary,public_nyc_doe,Q033,Queens Village,Elementary,,-73.734102,40.727172,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 033 Timothy Dwight,elementary,public_nyc_doe,X033,Fordham South,Elementary,,-73.901268,40.861698,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 034 John Harvard,elementary,public_nyc_doe,Q034,Queens Village,Elementary,,-73.737702,40.710986,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 034 Oliver H. Perry,elementary,public_nyc_doe,K034,Greenpoint,Elementary,,-73.949756,40.726378,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 035 Franz Siegel,elementary,public_nyc_doe,X035,East Concourse-Concourse Village,Elementary,,-73.917705,40.828009,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 035 Nathaniel Woodhull,elementary,public_nyc_doe,Q035,Hollis,Elementary,,-73.768894,40.713438,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 036 J. C. Drumgoole,elementary,public_nyc_doe,R036,Annadale-Huguenot-Prince's Bay-Eltingville,Elementary,,-74.182548,40.543433,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 036 Margaret Douglas,elementary,public_nyc_doe,M036,Morningside Heights,Elementary,,-73.957409,40.810705,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 036 Saint Albans School,elementary,public_nyc_doe,Q036,St. Albans,Elementary,,-73.764081,40.691306,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 036 Unionport,elementary,public_nyc_doe,X036,Westchester-Unionport,Elementary,,-73.849791,40.82948,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 038 George Cromwell,elementary,public_nyc_doe,R038,New Dorp-Midland Beach,Elementary,,-74.099409,40.574799,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 038 Rosedale,elementary,public_nyc_doe,Q038,Rosedale,Elementary,,-73.733774,40.67115,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 038 The Pacific,elementary,public_nyc_doe,K038,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Elementary,,-73.982826,40.684945,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 039 Henry Bristow,elementary,public_nyc_doe,K039,Park Slope-Gowanus,Elementary,,-73.982909,40.668644,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 040 Augustus Saint-Gaudens,elementary,public_nyc_doe,M040,Gramercy,Elementary,,-73.981536,40.735328,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 040 George W. Carver,elementary,public_nyc_doe,K040,Stuyvesant Heights,Elementary,,-73.921099,40.680239,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 040 Samuel Huntington,elementary,public_nyc_doe,Q040,South Jamaica,Elementary,,-73.790975,40.693559,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 041 Crocheron,elementary,public_nyc_doe,Q041,Bayside-Bayside Hills,Elementary,,-73.771225,40.770155,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 041 Greenwich Village,elementary,public_nyc_doe,M041,West Village,Elementary,,-73.999094,40.73545,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 041 Gun Hill Road,elementary,public_nyc_doe,X041,Williamsbridge-Olinville,Elementary,,-73.867834,40.874754,NYC Open Data School Point Locations / NYC DOE Public School Location Information
schools_2020_points,P.S. 042 Benjamin Altman,elementary,public_nyc_doe,M042,Chinatown,Elementary,,-73.990826,40.716126,NYC Open Data School Point Locations / NYC DOE Public School Location Information
